,0,1,2,3,4,5,6,7,8,9,10
0,27.840000000000003,6.079999999999998,-2.2399999999999984,-13.759999999999998,20.800000000000004,-21.439999999999998,2.8800000000000026,-4.800000000000001,5.439999999999998,-2.879999999999999,20.31719860204598
1,-22.72,8.64,-1.6000000000000014,6.719999999999999,-20.8,-8.0,16.96,4.799999999999997,-9.280000000000001,31.04,20.70201422456373
2,-8.64,20.160000000000004,3.520000000000003,5.439999999999998,14.399999999999999,-17.6,29.759999999999998,-12.48,12.480000000000004,-18.240000000000002,21.331190028352697
3,27.200000000000003,-6.719999999999999,-15.68,-17.6,8.0,-0.9600000000000009,6.719999999999999,7.359999999999999,-4.800000000000001,-23.36,20.624926521286433
4,1.6000000000000014,0.3200000000000003,-29.759999999999998,-9.280000000000001,-31.04,8.64,1.6000000000000014,9.920000000000002,-5.439999999999998,-22.72,21.13929470686387
5,-19.52,12.480000000000004,-11.84,10.560000000000002,29.120000000000005,-31.04,-11.84,-1.6000000000000014,9.920000000000002,9.280000000000001,21.091361701508703
6,21.439999999999998,18.240000000000002,-8.0,2.240000000000002,3.520000000000003,4.799999999999997,31.68,2.8800000000000026,31.04,16.32,21.103345934815724
7,-20.8,28.480000000000004,28.480000000000004,21.439999999999998,2.240000000000002,-22.72,-16.32,0.9600000000000009,15.68,-24.64,21.656674874642043
8,4.799999999999997,24.0,22.72,16.32,22.72,21.439999999999998,-25.28,24.64,4.799999999999997,17.6,21.50031260417287
9,2.8800000000000026,4.799999999999997,-9.919999999999998,-2.2399999999999984,-29.759999999999998,19.520000000000003,-21.439999999999998,-2.879999999999999,-7.359999999999999,-29.759999999999998,20.99050177931059
10,29.120000000000005,-25.92,-4.800000000000001,19.520000000000003,18.240000000000002,24.0,-17.6,-8.0,27.200000000000003,-16.96,20.97935474202712
11,4.160000000000004,-17.6,-15.04,13.759999999999998,18.880000000000003,-26.560000000000002,-2.879999999999999,20.800000000000004,11.840000000000003,10.560000000000002,20.742500975786072
12,8.64,-21.439999999999998,20.800000000000004,16.96,-13.759999999999998,29.759999999999998,-10.559999999999999,28.480000000000004,10.560000000000002,-20.16,21.526288774539942
13,-24.0,-10.559999999999999,29.759999999999998,-31.04,11.840000000000003,22.72,-0.3200000000000003,4.160000000000004,-24.0,-11.84,20.975348349932407
14,-31.68,-28.48,-21.439999999999998,-9.919999999999998,0.3200000000000003,-18.240000000000002,3.520000000000003,-10.559999999999999,22.08,-1.6000000000000014,21.50381001765945
15,-29.12,-25.28,-28.48,4.160000000000004,25.28,16.96,-24.64,-31.68,8.64,-15.04,21.491361045483988
16,18.880000000000003,-20.8,-19.52,-0.9600000000000009,-12.48,25.92,4.160000000000004,31.68,-30.4,29.759999999999998,21.444952990292304
17,9.280000000000001,-11.2,-27.84,-27.2,-23.36,-15.68,25.92,8.0,0.9600000000000009,-13.759999999999998,20.904967416818323
18,22.72,-3.5199999999999996,13.120000000000005,-16.96,29.759999999999998,-16.96,-20.16,27.840000000000003,2.8800000000000026,-6.719999999999999,20.8448322925391
19,20.160000000000004,11.200000000000003,-25.28,-12.48,-4.800000000000001,-3.5199999999999996,10.560000000000002,31.04,16.32,18.880000000000003,21.178784565525948
20,17.6,22.08,16.32,2.8800000000000026,20.160000000000004,-27.84,7.359999999999999,-24.0,1.6000000000000014,13.759999999999998,21.00713986871952
21,-26.560000000000002,30.4,-20.8,9.280000000000001,-19.52,8.0,24.0,-19.52,9.280000000000001,2.240000000000002,21.436742336900515
22,-29.759999999999998,-11.84,0.9600000000000009,30.4,31.68,16.32,26.560000000000002,10.560000000000002,-2.879999999999999,31.68,21.646923007213168
23,15.04,-4.800000000000001,-17.6,31.68,30.4,5.439999999999998,-28.48,25.28,0.3200000000000003,24.64,21.766234296950625
24,9.920000000000002,3.520000000000003,-16.96,-20.16,-0.9600000000000009,11.840000000000003,-15.68,13.120000000000005,20.800000000000004,20.800000000000004,20.244268957196244
25,16.32,19.520000000000003,5.439999999999998,7.359999999999999,13.120000000000005,-12.48,20.800000000000004,13.759999999999998,14.399999999999999,8.64,20.855667046458688
26,31.04,24.64,23.36,22.08,27.200000000000003,-4.800000000000001,-3.5199999999999996,8.64,29.759999999999998,11.840000000000003,21.41226875643413
27,-3.5199999999999996,-26.560000000000002,4.160000000000004,6.079999999999998,-6.719999999999999,-29.759999999999998,9.920000000000002,15.04,2.240000000000002,-4.800000000000001,20.409974752877744
28,-4.16,-8.0,-6.719999999999999,-18.88,15.04,6.719999999999999,18.240000000000002,29.120000000000005,-31.04,14.399999999999999,20.665301341222715
29,-12.48,-9.919999999999998,-12.48,0.9600000000000009,-3.5199999999999996,-25.92,-0.9600000000000009,11.200000000000003,-13.759999999999998,27.200000000000003,20.5039136762457
30,-20.16,-6.079999999999998,11.200000000000003,27.200000000000003,-27.2,25.28,-6.079999999999998,0.3200000000000003,-31.68,-31.04,21.085889434619236
31,25.28,-7.359999999999999,1.6000000000000014,-6.079999999999998,-22.72,7.359999999999999,-24.0,-17.6,29.120000000000005,23.36,21.38623333189207
32,-13.759999999999998,27.200000000000003,-29.12,-22.08,9.280000000000001,1.6000000000000014,-30.4,-14.399999999999999,19.520000000000003,-8.0,21.399850940758718
33,-13.120000000000001,-22.72,-25.92,-29.759999999999998,-17.6,15.04,9.280000000000001,-20.16,21.439999999999998,-10.559999999999999,21.309256452305142
34,5.439999999999998,2.240000000000002,20.160000000000004,-27.84,-2.2399999999999984,27.200000000000003,18.880000000000003,-13.120000000000001,24.0,4.160000000000004,20.692236483508935
35,16.96,23.36,-23.36,18.240000000000002,-31.68,-10.559999999999999,15.68,-22.08,-27.2,-9.280000000000001,21.512537888188998
36,-18.240000000000002,5.439999999999998,-4.16,-20.8,12.480000000000004,-2.2399999999999984,-15.04,18.880000000000003,-16.96,12.480000000000004,20.460444957025306
37,22.08,7.359999999999999,-0.9600000000000009,13.120000000000005,-25.28,30.4,-7.359999999999999,17.6,4.160000000000004,-6.079999999999998,20.87393244339856
38,-16.96,-15.68,-22.08,22.72,-11.84,-0.3200000000000003,22.08,-29.12,-0.9600000000000009,-5.439999999999998,20.7597911707341
39,-9.919999999999998,-20.16,8.0,26.560000000000002,-18.240000000000002,-13.120000000000001,8.64,-29.759999999999998,-21.439999999999998,0.3200000000000003,21.12424207409021
40,25.92,31.68,-5.439999999999998,23.36,-16.96,-25.28,6.079999999999998,30.4,-10.559999999999999,-4.16,21.461189701575936
41,-5.439999999999998,-29.759999999999998,-27.2,14.399999999999999,-20.16,10.560000000000002,-8.0,-31.04,-20.8,11.200000000000003,21.25959331543024
42,-8.0,-2.879999999999999,15.04,15.04,27.840000000000003,9.280000000000001,-8.64,-26.560000000000002,-27.84,28.480000000000004,21.0825014041227
43,0.3200000000000003,0.9600000000000009,-7.359999999999999,9.920000000000002,-16.32,-24.64,-25.92,-11.84,-28.48,-3.5199999999999996,21.035014311089313
44,12.480000000000004,29.120000000000005,7.359999999999999,24.64,1.6000000000000014,-15.04,28.480000000000004,-6.719999999999999,-1.6000000000000014,4.799999999999997,21.267352699484828
45,-2.879999999999999,16.32,10.560000000000002,-10.559999999999999,-27.84,6.079999999999998,-4.800000000000001,24.0,-15.68,21.439999999999998,20.94898296835082
46,-11.2,17.6,17.6,3.520000000000003,22.08,-18.88,-27.2,14.399999999999999,-11.84,27.840000000000003,21.247034236232004
47,2.240000000000002,-27.84,15.68,29.120000000000005,-22.08,13.759999999999998,-4.16,-18.240000000000002,6.719999999999999,-27.84,20.974533151479864
48,-25.92,-13.120000000000001,-8.64,0.3200000000000003,7.359999999999999,-27.2,21.439999999999998,-20.8,7.359999999999999,3.520000000000003,21.14166779397306
49,-21.439999999999998,16.96,25.92,-23.36,4.799999999999997,-28.48,24.64,16.96,31.68,25.28,21.587689310379375
50,-14.399999999999999,-5.439999999999998,6.719999999999999,-13.120000000000001,-8.0,-6.719999999999999,-16.96,23.36,-13.120000000000001,-0.3200000000000003,20.059761640986107
51,-22.08,13.120000000000005,-24.64,11.200000000000003,16.96,18.880000000000003,8.0,-11.2,8.0,0.9600000000000009,19.8804460279722
52,6.719999999999999,-4.16,2.8800000000000026,-31.68,10.560000000000002,23.36,5.439999999999998,22.08,6.079999999999998,-25.28,21.09190363984811
53,11.840000000000003,18.880000000000003,-10.559999999999999,-0.3200000000000003,-13.120000000000001,18.240000000000002,-18.240000000000002,-0.3200000000000003,-19.52,22.72,20.86259068126778
54,31.68,6.719999999999999,30.4,18.880000000000003,28.480000000000004,-7.359999999999999,19.520000000000003,-5.439999999999998,-22.08,30.4,21.8330146105924
55,-16.32,11.840000000000003,-13.120000000000001,29.759999999999998,-15.68,-6.079999999999998,-1.6000000000000014,15.68,18.880000000000003,-22.08,20.842610560334943
56,15.68,-16.32,9.280000000000001,8.64,-8.64,4.160000000000004,23.36,-25.28,-15.04,9.920000000000002,20.811488453968643
