,x1,x2,x3,x4,x5,y
0,0.88,0.2675,0.203,0.0225,10.3,0.013859585858881474
1,0.66,0.2225,0.245,0.0305,8.3,0.008947608061134815
2,0.5800000000000001,0.2325,0.257,0.0235,8.1,0.0031260878313332796
3,0.56,0.2425,0.305,0.0345,9.3,0.002831107471138239
4,0.78,0.2875,0.221,0.03950000000000001,8.5,0.006880477536469698
5,0.94,0.2175,0.29300000000000004,0.035500000000000004,10.5,0.016293251886963844
6,0.86,0.27749999999999997,0.275,0.025500000000000002,11.5,0.016272755339741707
7,0.8200000000000001,0.2825,0.233,0.021500000000000002,8.9,0.010038107633590698
8,0.9199999999999999,0.2575,0.23900000000000002,0.036500000000000005,9.5,0.01206107810139656
9,0.8,0.2475,0.29900000000000004,0.0325,9.1,0.01072191633284092
10,0.72,0.2925,0.263,0.037500000000000006,11.3,0.012120699509978294
11,0.76,0.2975,0.281,0.0285,9.9,0.00943067204207182
12,0.62,0.2375,0.21500000000000002,0.026500000000000003,11.7,0.018685635179281235
13,0.74,0.2625,0.317,0.0295,11.1,0.012925391085445881
14,0.8999999999999999,0.21250000000000002,0.311,0.0315,9.7,0.015047810040414333
15,0.68,0.20750000000000002,0.20900000000000002,0.0335,11.9,0.02224767580628395
16,0.7,0.2725,0.251,0.0205,10.9,0.014330178499221802
17,0.6000000000000001,0.2025,0.227,0.038500000000000006,8.7,0.009368321858346462
18,0.8400000000000001,0.2275,0.28700000000000003,0.0245,10.7,0.01724846474826336
19,0.64,0.2525,0.269,0.0275,10.1,0.009745132178068161
