,x1,x2,x3,x4,x5,y
0,0.88,0.2675,0.203,0.0225,10.3,0.0138595858588814
1,0.66,0.2225,0.245,0.0305,8.3,0.0089476080611348
2,0.5800000000000001,0.2325,0.257,0.0235,8.1,0.0031260878313332
3,0.56,0.2425,0.305,0.0345,9.3,0.0028311074711382
4,0.78,0.2875,0.221,0.0395,8.5,0.0068804775364696
5,0.94,0.2175,0.293,0.0355,10.5,0.0162932518869638
6,0.86,0.2774999999999999,0.275,0.0255,11.5,0.0162727553397417
7,0.8200000000000001,0.2825,0.233,0.0215,8.9,0.0100381076335906
8,0.92,0.2575,0.239,0.0365,9.5,0.0120610781013965
9,0.8,0.2475,0.299,0.0325,9.1,0.0107219163328409
10,0.72,0.2925,0.263,0.0375,11.3,0.0121206995099782
11,0.76,0.2975,0.281,0.0285,9.9,0.0094306720420718
12,0.62,0.2375,0.215,0.0265,11.7,0.0186856351792812
13,0.74,0.2625,0.317,0.0295,11.1,0.0129253910854458
14,0.8999999999999999,0.2125,0.311,0.0315,9.7,0.0150478100404143
15,0.68,0.2075,0.209,0.0335,11.9,0.0222476758062839
16,0.7,0.2725,0.251,0.0205,10.9,0.0143301784992218
17,0.6000000000000001,0.2025,0.227,0.0385,8.7,0.0093683218583464
18,0.8400000000000001,0.2275,0.287,0.0245,10.7,0.0172484647482633
19,0.64,0.2525,0.269,0.0275,10.1,0.0097451321780681
20,0.8353319991830634,0.2201776964323538,0.317977636134084,0.02222801633887803,8.155988284374363,0.011268009431660175
21,0.5551944276465535,0.21328795615328155,0.21492380411201678,0.037710845748590564,8.118064677502536,0.003997699823230505
22,0.8206835125068289,0.2937071873920102,0.3121466076644432,0.03949978462874083,8.866891432575802,0.006640045903623104
23,0.557149859163205,0.2966667605068233,0.2822469602219702,0.030069391798322645,9.87904610977323,0.003040226176381111
24,0.5595545680794171,0.2165735352928245,0.29708902731495174,0.03323426082774047,8.693594709672242,0.0008265046635642648
25,0.766776688952857,0.2985875337088559,0.22064207534722097,0.03642933017884425,11.080698517042242,0.013164903037250042
26,0.5562531759954311,0.29889167065607586,0.22822579713704066,0.03689335954093797,8.12781293726501,0.0056379977613687515
27,0.8219212083445828,0.20315887502461052,0.30588453016145545,0.021367319142801912,9.282061020602214,0.015306545421481133
28,0.8313823391883097,0.2378069067679636,0.2238069211005374,0.024810884880292424,8.10157522418711,0.01056625321507454
29,0.5659786608238024,0.25031791659368796,0.3037448179653514,0.025750485890293596,9.144926258298833,0.0013924892991781235
30,0.732502548560698,0.25031915153553647,0.2462464468424408,0.027924134013338747,11.216399631298529,0.016933558508753777
31,0.7381777334555479,0.2307619570738408,0.24705033820070343,0.02582193268409083,8.483756729759376,0.011175566352903843
32,0.7942252635660862,0.23352018561788906,0.22945835703636724,0.02652450496253339,8.158140253748005,0.010749328881502151
33,0.5526627941182326,0.2778019775796749,0.22284377064592314,0.03247620453825816,11.300986751269008,0.008114744909107685
34,0.5667579164026307,0.25639889275326355,0.30393416630820314,0.0320170280979566,9.80748261774919,0.0012332327896729112
35,0.7255423494678153,0.2612167806229391,0.20683648347764017,0.02995796535142765,9.355383409829978,0.011069472879171371
36,0.8066878093908744,0.21499864296027618,0.31707544526372394,0.027515815234826855,11.100485167408001,0.01793025992810726
37,0.5522356752516763,0.24890794455926216,0.23112483848374044,0.02642629544668756,11.293354667077889,0.01174533274024725
38,0.7876436739702293,0.22671949290402205,0.3184003558700519,0.02997723807248275,8.034772691815476,0.00897087063640356
39,0.5583878786195394,0.253464456304125,0.29521344404875527,0.026459498617806308,9.468730431980715,0.0008141492144204676
40,0.7556335720210003,0.2599248914550996,0.20184165541565902,0.035495206260418466,9.013776542067667,0.010068257339298725
41,0.8038894940711367,0.22811531838682486,0.3193684965209712,0.0336890450558588,8.918053242351709,0.010984030552208424
42,0.5510540123335103,0.21785406384253142,0.31560743005043307,0.03425793965131655,8.894082839485247,0.003724687034264207
43,0.7167454412188136,0.21363089185386247,0.2050525854473646,0.02515027613902524,8.780830167959468,0.01354910433292389
44,0.5645195748522295,0.23622297339663464,0.30210746814026695,0.03382629348802013,9.427801379475113,0.0008217121940106153
45,0.7166559562468264,0.26808617510768756,0.24999050968289407,0.03549868495314011,9.479749306352968,0.009493574500083923
46,0.5525981009877566,0.26527033029616537,0.23757765077220838,0.025342141968352307,8.261549591213113,0.0009760145912878215
47,0.5531666414397033,0.23177087299185317,0.24131711376047227,0.03165748742088698,11.201170173106338,0.011440662667155266
48,0.6711196398241872,0.22219271666943516,0.2887646945935104,0.037361548235337085,10.116693427623385,0.011436676606535912
49,0.5629792819455743,0.23466188437191884,0.265265648385308,0.030493186974625906,9.106138156032566,0.0026488658040761948
50,0.5572154108133447,0.2714224629854169,0.24094400695752954,0.031526407115127594,10.545562054311647,0.0051654549315571785
51,0.7701517856567341,0.2613427095413258,0.3118433187976886,0.031572464396317654,8.695369263099556,0.007691698148846626
52,0.8240892412991354,0.2994484308162375,0.2061561844026979,0.029408246009995212,8.09827899527638,0.006452393252402544
53,0.7970283807956338,0.24828172900227466,0.31465160976617645,0.021554532930879878,9.154706083747573,0.011364077217876911
54,0.5623898059038772,0.24616636901931277,0.26957684579994856,0.030839161101081376,8.833163172202264,1.2421000974427443e-05
55,0.7878659643009965,0.25176769983655856,0.31707478669295114,0.02368527578160486,10.385767818042494,0.013726802542805672
56,0.8060854585920061,0.25844215862729897,0.3187507656236117,0.03771833422873739,8.358133213735838,0.007198454812169075
57,0.7940489216686257,0.21174635551437698,0.31517494292918513,0.02665527225013473,8.31070242997901,0.011293116956949234
58,0.8379898756924545,0.2731371074571856,0.2288717720951285,0.03528627896005518,10.913387059245755,0.014634966850280762
59,0.5623287306326212,0.25921411020208635,0.24944332437305178,0.032062719018230025,8.312427196873832,0.0015102401375770569
60,0.6624387574101817,0.2726504228121709,0.29262553732599467,0.037646642983633946,9.322932972117602,0.003954440820962191
61,0.5518187499628862,0.2647287792861004,0.22659886098010473,0.03302929873477303,9.042604758912088,0.0011032231850549579
62,0.5510428456289512,0.21269203968728223,0.20460092917783795,0.03091873235316933,8.51168549824168,0.0071963900700211525
63,0.7855289400867627,0.25689345253230544,0.31231444518679874,0.037830132555652644,8.546405064992893,0.007402936927974224
64,0.5574770845925596,0.2596499673544639,0.2816620854753941,0.027377805736119483,9.28848766824331,0.0009101596660912037
65,0.669473988661049,0.26641232594356173,0.20775951272452825,0.02616045723867252,10.115167231937246,0.012374917045235634
66,0.55449136105247,0.23501447480141796,0.2187485961431463,0.030981133511728095,8.868758942736417,0.005026640370488167
67,0.7432539001467353,0.25927856567688334,0.2545344528725885,0.03265250143462436,10.624953440655553,0.013943147845566273
68,0.8158414891686848,0.2582317767024627,0.31655292602400226,0.039478746154516665,8.111778009073031,0.006738362833857536
69,0.5594576125853795,0.22965395105252587,0.2992933956717272,0.033178137090964586,8.99174959147219,0.0015915163094177842
70,0.5509107674533675,0.26238372562408563,0.22687628811440708,0.03860282209716451,8.972978080881076,9.744830458657816e-05
71,0.7411735187799409,0.21910136079687298,0.30597831054344526,0.027197837299973368,8.868512408400509,0.011251182295382023
72,0.7575294084179252,0.2612804840199844,0.3173939865950643,0.037102538328366096,8.689061870102655,0.006440550554543734
73,0.7713064962042729,0.2550556395544014,0.31439982882487294,0.03580220006683189,9.591607644713957,0.009908045642077923
74,0.5621539058424941,0.23265127515677417,0.24134362806109327,0.035317695931353706,8.716747173454364,0.0027865085285156965
75,0.7929626716626466,0.25932734870437263,0.3186026176465031,0.02263818880924443,8.28027443543098,0.0080612413585186
76,0.5546451916932135,0.23201551184794544,0.2171548037949288,0.037906351197437876,8.851989732492687,0.00407889299094677
77,0.7338157901907564,0.27352608006370144,0.2970477224086766,0.03575962067043249,8.590047237022066,0.005397436674684286
78,0.8346154599474276,0.2667284720394038,0.3151027128061174,0.03249398068918121,11.645616374045318,0.01578342728316784
79,0.5570287267799725,0.24443224076471903,0.2967469197041662,0.027570749008765282,9.285223787648777,0.0009957873262465
80,0.6715733107964706,0.2658438625692699,0.3165438495815725,0.02558327480025942,8.984245976422024,0.004370726179331541
81,0.7756373642243352,0.20243645742012584,0.30817073772709164,0.033909975902845405,9.166809649860644,0.013313449919223785
82,0.7874435201585614,0.25723997265244936,0.29830993998816846,0.02876660687452885,8.472416342279393,0.008543924428522587
83,0.7786032486551046,0.2575294398473053,0.3147206174731532,0.037972679436349764,8.081825200862129,0.005881137680262327
84,0.5582948343369051,0.22911538933149173,0.27632363242762564,0.027307987382875102,8.770739641596581,0.0013234997168183327
85,0.7439729021936244,0.26764499468469866,0.31770897117592395,0.03888787111128954,9.174895728100335,0.006498398724943399
86,0.5564284217471943,0.22980817225779876,0.2974031465721638,0.03072924573181925,8.604893498992835,0.002396363765001297
87,0.7408191740612479,0.26952623339180126,0.3185725136219486,0.02323971968991873,8.865710610531028,0.007228233385831118
88,0.6885861322078932,0.25758348925343905,0.3148459031116824,0.037868224467397016,8.49998963032163,0.003043269971385598
89,0.5509232140880845,0.24451873739900734,0.2884387984644103,0.030032596287199252,9.464693356762647,0.0007976328488439322
90,0.8444901718970381,0.2615380633854717,0.3161593549823024,0.0395822977601903,8.412713706680432,0.007887180894613266
91,0.8465221082784028,0.22497207026948574,0.2957972610185204,0.035356883368917846,8.795661516432896,0.011911001056432724
92,0.5511132546623387,0.2530675445398112,0.26693173351543603,0.038765663965645604,11.722754032394572,0.0059676095843315125
93,0.5528622065345393,0.26206681069365206,0.26148025459457075,0.038317993328555004,8.289892323250466,0.005179523956030607
94,0.5644552030742653,0.24009173032364406,0.28497911733122383,0.03457582666784306,9.354024531108157,0.000193590167327784
95,0.8639260259637285,0.29374004238472984,0.23619508514438814,0.02413626368978745,11.519556318900946,0.015771087259054184
96,0.8397429622729141,0.2185353943839205,0.21664161597681997,0.02148031982860716,8.389011420357418,0.01258842833340168
97,0.654654872255923,0.2888798328461977,0.2211344119175812,0.025218457985660952,9.388871133282436,0.007657009642571211
98,0.7825391483099895,0.2676258100174188,0.3114880806251645,0.02097963057162833,8.639240844376562,0.00852755457162857
99,0.5611127419048432,0.2518486397645693,0.2436270078872549,0.03140127340868446,9.054101455897705,0.002268605399876833
